Latitude,Longitude,Type,Second Type,Root Type
41.889563,-87.638884,Gym,Athletics & Sports,Outdoors & Recreation
41.935637,-87.697412,Bar,Bar,Nightlife Spot
41.884287,-87.637717,Office,Office,Professional & Other Places
41.888006,-87.637544,Cocktail Bar,Bar,Nightlife Spot
41.885306,-87.632758,Office,Office,Professional & Other Places
41.876527,-87.632884,American Restaurant,American Restaurant,Food
41.882578,-87.633873,Train Station,Train Station,Travel & Transport
41.932826,-87.653207,Train Station,Train Station,Travel & Transport
41.932893,-87.644591,Bakery,Bakery,Food
41.895717,-87.623114,New American Restaurant,American Restaurant,Food
41.932815,-87.646544,Bar,Bar,Nightlife Spot
41.928479,-87.648977,Burrito Place,Mexican Restaurant,Food
41.795055,-87.587719,Mexican Restaurant,Mexican Restaurant,Food
41.895235,-87.625895,Sushi Restaurant,Asian Restaurant,Food
41.942500,-87.644617,Asian Restaurant,Asian Restaurant,Food
41.833136,-87.646201,Bar,Bar,Nightlife Spot
41.890094,-87.627852,Hotel,Hotel,Travel & Transport
41.930530,-87.685614,Bakery,Bakery,Food
41.892374,-87.623842,Clothing Store,Clothing Store,Shop & Service
41.892485,-87.625895,Brazilian Restaurant,Latin American Restaurant,Food
41.913962,-87.648542,American Restaurant,American Restaurant,Food
41.904935,-87.632792,Gym,Athletics & Sports,Outdoors & Recreation
41.933006,-87.641215,Bakery,Bakery,Food
41.889501,-87.644868,Bar,Bar,Nightlife Spot
41.899849,-87.630464,College Library,College Library,College & University
41.891640,-87.625505,Sandwich Place,Sandwich Place,Food
41.894136,-87.638132,Bar,Bar,Nightlife Spot
41.896127,-87.665937,Mexican Restaurant,Mexican Restaurant,Food
41.874252,-87.626250,Thai Restaurant,Asian Restaurant,Food
41.691364,-87.699491,Bar,Bar,Nightlife Spot
41.893433,-87.622034,Sake Bar,Bar,Nightlife Spot
41.961628,-87.670825,Caf,,
41.888676,-87.803581,Gym,Athletics & Sports,Outdoors & Recreation
41.910252,-87.634612,Italian Restaurant,Italian Restaurant,Food
41.979484,-87.655052,Pizza Place,Pizza Place,Food
41.983667,-87.659432,Greek Restaurant,Greek Restaurant,Food
41.949197,-87.648346,Bar,Bar,Nightlife Spot
41.876273,-87.647778,Pizza Place,Pizza Place,Food
41.903254,-87.666820,Performing Arts Venue,Performing Arts Venue,Arts & Entertainment
41.933516,-87.635513,American Restaurant,American Restaurant,Food
41.931225,-87.644441,Electronics Store,Electronics Store,Shop & Service
41.896587,-87.636791,Nightclub,Nightclub,Nightlife Spot
41.910616,-87.669597,Bookstore,Bookstore,Shop & Service
41.921632,-87.652427,Sports Bar,Bar,Nightlife Spot
41.954205,-87.670518,Diner,Diner,Food
41.998101,-87.665581,New American Restaurant,American Restaurant,Food
41.922483,-87.696998,Diner,Diner,Food
41.968195,-87.688302,Greek Restaurant,Greek Restaurant,Food
41.975952,-87.668394,Spa / Massage,,
41.967139,-87.654830,Asian Restaurant,Asian Restaurant,Food
41.929535,-87.642912,Salon / Barbershop,Salon / Barbershop,Shop & Service
41.898573,-87.625379,Coffee Shop,Coffee Shop,Food
41.912829,-87.697219,Caribbean Restaurant,Caribbean Restaurant,Food
41.978652,-87.668354,Italian Restaurant,Italian Restaurant,Food
41.880713,-87.632238,Coffee Shop,Coffee Shop,Food
41.963306,-87.654581,Thrift / Vintage Store,Thrift / Vintage Store,Shop & Service
41.891204,-87.619255,Bowling Alley,Bowling Alley,Arts & Entertainment
41.876759,-87.631030,Pizza Place,Pizza Place,Food
41.950700,-87.664160,Steakhouse,Steakhouse,Food
41.938488,-87.644280,Tea Room,Tea Room,Food
41.908582,-87.687305,Mexican Restaurant,Mexican Restaurant,Food
41.979975,-87.668710,Burger Joint,Burger Joint,Food
41.897486,-87.643819,Tech Startup,Office,Professional & Other Places
41.903267,-87.676218,Arts & Crafts Store,Arts & Crafts Store,Shop & Service
41.897465,-87.643885,Gym,Athletics & Sports,Outdoors & Recreation
41.899051,-87.623627,Hotel,Hotel,Travel & Transport
41.925593,-87.640461,Burger Joint,Burger Joint,Food
41.889149,-87.629221,American Restaurant,American Restaurant,Food
41.956340,-87.680189,American Restaurant,American Restaurant,Food
41.899100,-87.696945,New American Restaurant,American Restaurant,Food
41.896072,-87.660447,New American Restaurant,American Restaurant,Food
41.895894,-87.679665,Deli / Bodega,Deli / Bodega,Food
41.895793,-87.679932,Bar,Bar,Nightlife Spot
41.900502,-87.667504,Mexican Restaurant,Mexican Restaurant,Food
41.890622,-87.685543,Taco Place,Mexican Restaurant,Food
41.903094,-87.689374,Breakfast Spot,Breakfast Spot,Food
41.891110,-87.655587,Sandwich Place,Sandwich Place,Food
41.877789,-87.633496,Office,Office,Professional & Other Places
41.881777,-87.632652,Mexican Restaurant,Mexican Restaurant,Food
41.902894,-87.689420,Bike Shop,Bike Shop,Shop & Service
41.986975,-87.720136,Park,Park,Outdoors & Recreation
41.884812,-87.635168,Sandwich Place,Sandwich Place,Food
41.944938,-87.654539,Bagel Shop,Bagel Shop,Food
41.921703,-87.685037,Park,Park,Outdoors & Recreation
41.921998,-87.644141,Ice Cream Shop,Dessert Shop,Food
41.895215,-87.629414,Salon / Barbershop,Salon / Barbershop,Shop & Service
41.910226,-87.633445,Home (private),Home (private),Residence
41.898329,-87.628103,Diner,Diner,Food
41.917756,-87.679537,Bar,Bar,Nightlife Spot
41.897385,-87.624598,Candy Store,Candy Store,Shop & Service
41.943380,-87.653292,Bar,Bar,Nightlife Spot
41.935676,-87.692643,Lounge,Lounge,Nightlife Spot
41.890089,-87.627751,Coffee Shop,Coffee Shop,Food
41.945314,-87.655081,Sandwich Place,Sandwich Place,Food
41.877805,-87.635407,Salad Place,Salad Place,Food
41.932731,-87.642252,Grocery Store,Food & Drink Shop,Shop & Service
41.933720,-87.644541,Mediterranean Restaurant,Mediterranean Restaurant,Food
41.939509,-87.683116,Coffee Shop,Coffee Shop,Food
41.885994,-87.682159,Event Space,Event Space,Professional & Other Places
41.901510,-87.652144,Camera Store,Camera Store,Shop & Service
41.899091,-87.627908,Cupcake Shop,Dessert Shop,Food
41.887357,-87.634990,Coffee Shop,Coffee Shop,Food
41.943467,-87.654247,Bar,Bar,Nightlife Spot
41.932900,-87.641856,Bar,Bar,Nightlife Spot
41.917552,-87.685014,Bar,Bar,Nightlife Spot
41.911861,-87.677567,Gourmet Shop,Food & Drink Shop,Shop & Service
41.891693,-87.630445,Pizza Place,Pizza Place,Food
41.799939,-87.596054,Fried Chicken Joint,Fried Chicken Joint,Food
41.799443,-87.592127,Record Shop,Record Shop,Shop & Service
41.891400,-87.620602,Grocery Store,Food & Drink Shop,Shop & Service
41.788033,-87.742267,American Restaurant,American Restaurant,Food
41.983325,-87.659965,Salon / Barbershop,Salon / Barbershop,Shop & Service
41.889913,-87.628366,Bar,Bar,Nightlife Spot
41.881033,-87.624722,Sushi Restaurant,Asian Restaurant,Food
41.876759,-87.625596,Residential Building (Apartment / Condo),Residential Building (Apartment / Condo),Residence
41.883840,-87.640520,Train Station,Train Station,Travel & Transport
41.898149,-87.626883,Coffee Shop,Coffee Shop,Food
41.884587,-87.635255,Bar,Bar,Nightlife Spot
41.793904,-87.600168,Caf,,
41.975927,-87.710974,Breakfast Spot,Breakfast Spot,Food
41.887998,-87.623777,American Restaurant,American Restaurant,Food
41.878617,-87.625963,Camera Store,Camera Store,Shop & Service
41.901294,-87.627997,Seafood Restaurant,Seafood Restaurant,Food
41.895633,-87.631202,Lounge,Lounge,Nightlife Spot
41.913733,-87.677481,Gastropub,Gastropub,Food
41.964977,-87.744348,Library,Library,Professional & Other Places
41.961157,-87.706978,South American Restaurant,Latin American Restaurant,Food
41.886589,-87.802568,Cheese Shop,Food & Drink Shop,Shop & Service
41.954119,-87.705491,Bar,Bar,Nightlife Spot
41.968629,-87.698182,Animal Shelter,Animal Shelter,Professional & Other Places
41.890394,-87.632875,Bar,Bar,Nightlife Spot
41.923040,-87.697481,Liquor Store,Food & Drink Shop,Shop & Service
41.888474,-87.628715,Lounge,Lounge,Nightlife Spot
41.888890,-87.626305,Lounge,Lounge,Nightlife Spot
41.706914,-87.798958,Bar,Bar,Nightlife Spot
41.888536,-87.793406,Coffee Shop,Coffee Shop,Food
41.805822,-87.590333,Library,Library,Professional & Other Places
41.909045,-87.675381,Optical Shop,Optical Shop,Shop & Service
41.940576,-87.726203,American Restaurant,American Restaurant,Food
41.961830,-87.655774,Mexican Restaurant,Mexican Restaurant,Food
41.931565,-87.648810,Italian Restaurant,Italian Restaurant,Food
41.946016,-87.655471,Pub,Bar,Nightlife Spot
41.902615,-87.628587,French Restaurant,French Restaurant,Food
41.869709,-87.651839,Italian Restaurant,Italian Restaurant,Food
41.933663,-87.653766,Bar,Bar,Nightlife Spot
41.876069,-87.625509,Church,Spiritual Center,Professional & Other Places
41.930543,-87.661159,Bar,Bar,Nightlife Spot
41.871152,-87.643764,Flea Market,Flea Market,Shop & Service
41.857914,-87.622044,Coffee Shop,Coffee Shop,Food
41.867084,-87.641512,Electronics Store,Electronics Store,Shop & Service
41.946694,-87.663979,Breakfast Spot,Breakfast Spot,Food
41.883047,-87.652639,Breakfast Spot,Breakfast Spot,Food
41.918854,-87.636556,Breakfast Spot,Breakfast Spot,Food
41.998275,-87.667300,Grocery Store,Food & Drink Shop,Shop & Service
41.918804,-87.647252,Park,Park,Outdoors & Recreation
41.911059,-87.651482,Furniture / Home Store,Furniture / Home Store,Shop & Service
41.903275,-87.669965,Coffee Shop,Coffee Shop,Food
41.964984,-87.686283,American Restaurant,American Restaurant,Food
41.858272,-87.646843,Caf,,
41.920119,-87.662402,Burger Joint,Burger Joint,Food
41.965473,-87.700714,Park,Park,Outdoors & Recreation
41.911574,-87.648303,Pizza Place,Pizza Place,Food
41.926580,-87.634935,Museum,Museum,Arts & Entertainment
41.958934,-87.672279,Playground,Playground,Outdoors & Recreation
41.966620,-87.708306,Middle Eastern Restaurant,Middle Eastern Restaurant,Food
41.925814,-87.701907,Mexican Restaurant,Mexican Restaurant,Food
41.896200,-87.663458,Whisky Bar,Bar,Nightlife Spot
41.957826,-87.681388,Korean Restaurant,Asian Restaurant,Food
41.888205,-87.634011,Caf,,
41.877821,-87.637674,Bagel Shop,Bagel Shop,Food
41.877133,-87.635351,Middle Eastern Restaurant,Middle Eastern Restaurant,Food
41.898123,-87.628035,Italian Restaurant,Italian Restaurant,Food
41.892722,-87.622615,Burrito Place,Mexican Restaurant,Food
41.903104,-87.666070,Sushi Restaurant,Asian Restaurant,Food
41.910590,-87.653169,Bagel Shop,Bagel Shop,Food
41.876518,-87.633125,Office,Office,Professional & Other Places
41.885130,-87.631642,Government Building,Government Building,Professional & Other Places
41.888593,-87.634001,Juice Bar,Juice Bar,Food
41.933889,-87.644362,Grocery Store,Food & Drink Shop,Shop & Service
41.925136,-87.639996,Grocery Store,Food & Drink Shop,Shop & Service
41.930741,-87.643453,Fast Food Restaurant,Fast Food Restaurant,Food
41.923774,-87.668710,Fast Food Restaurant,Fast Food Restaurant,Food
41.944466,-87.687950,Design Studio,Design Studio,Shop & Service
41.896344,-87.648153,Sandwich Place,Sandwich Place,Food
41.918395,-87.638194,Sushi Restaurant,Asian Restaurant,Food
41.968551,-87.687059,Chinese Restaurant,Asian Restaurant,Food
41.943738,-87.653716,Mexican Restaurant,Mexican Restaurant,Food
41.878896,-87.629910,Plaza,Plaza,Outdoors & Recreation
41.883109,-87.633777,Sandwich Place,Sandwich Place,Food
41.878888,-87.629809,Post Office,Post Office,Professional & Other Places
41.803198,-87.586634,Coffee Shop,Coffee Shop,Food
41.892660,-87.622989,Coffee Shop,Coffee Shop,Food
41.936118,-87.644242,Nail Salon,Nail Salon,Shop & Service
41.888837,-87.793070,Hot Dog Joint,Hot Dog Joint,Food
41.893465,-87.667358,Hot Dog Joint,Hot Dog Joint,Food
41.968226,-87.678991,Hot Dog Joint,Hot Dog Joint,Food
41.928715,-87.687074,Basketball Court,Athletics & Sports,Outdoors & Recreation
41.792103,-87.599647,Library,Library,Professional & Other Places
41.898795,-87.623048,Office,Office,Professional & Other Places
41.885656,-87.636893,Coffee Shop,Coffee Shop,Food
41.981339,-87.668281,Japanese Restaurant,Asian Restaurant,Food
41.881906,-87.629240,Tea Room,Tea Room,Food
41.887236,-87.622246,Steakhouse,Steakhouse,Food
41.880202,-87.640901,Pub,Bar,Nightlife Spot
41.877066,-87.635288,Burger Joint,Burger Joint,Food
41.892499,-87.622075,Salad Place,Salad Place,Food
41.897296,-87.622535,Office,Office,Professional & Other Places
41.969722,-87.688757,Sporting Goods Shop,Sporting Goods Shop,Shop & Service
41.893569,-87.622791,Office,Office,Professional & Other Places
41.973916,-87.694375,Church,Spiritual Center,Professional & Other Places
41.888090,-87.634213,Bank,Bank,Shop & Service
41.887886,-87.634079,University,University,College & University
41.909061,-87.627544,Building,Building,Professional & Other Places
41.908600,-87.649273,Bar,Bar,Nightlife Spot
41.922005,-87.638600,Sandwich Place,Sandwich Place,Food
41.894163,-87.632366,Steakhouse,Steakhouse,Food
41.970152,-87.659835,Bar,Bar,Nightlife Spot
41.880660,-87.635472,Coffee Shop,Coffee Shop,Food
41.897798,-87.638242,School,School,Professional & Other Places
41.887782,-87.635664,Salon / Barbershop,Salon / Barbershop,Shop & Service
41.880263,-87.638931,Mediterranean Restaurant,Mediterranean Restaurant,Food
41.799910,-87.595207,Italian Restaurant,Italian Restaurant,Food
41.910057,-87.634792,Steakhouse,Steakhouse,Food
41.887515,-87.619471,Seafood Restaurant,Seafood Restaurant,Food
41.916868,-87.636527,Pizza Place,Pizza Place,Food
41.912781,-87.681408,Cuban Restaurant,Caribbean Restaurant,Food
41.894020,-87.628133,Lounge,Lounge,Nightlife Spot
41.939837,-87.651506,Clothing Store,Clothing Store,Shop & Service
41.873172,-87.624550,Tapas Restaurant,Spanish Restaurant,Food
41.917671,-87.691820,Cuban Restaurant,Caribbean Restaurant,Food
41.928545,-87.673261,Fast Food Restaurant,Fast Food Restaurant,Food
41.925381,-87.666472,Drugstore / Pharmacy,,
41.939999,-87.651635,Smoke Shop,Smoke Shop,Shop & Service
41.879825,-87.633926,Sandwich Place,Sandwich Place,Food
41.875062,-87.624685,Hotel,Hotel,Travel & Transport
41.921878,-87.648028,Breakfast Spot,Breakfast Spot,Food
41.936156,-87.653785,Italian Restaurant,Italian Restaurant,Food
41.854146,-87.633275,Chinese Restaurant,Asian Restaurant,Food
41.878161,-87.638862,Gym,Athletics & Sports,Outdoors & Recreation
41.881101,-87.628088,Clothing Store,Clothing Store,Shop & Service
41.884495,-87.628648,Theater,Performing Arts Venue,Arts & Entertainment
41.899972,-87.667411,Chinese Restaurant,Asian Restaurant,Food
41.872672,-87.624507,Hotel,Hotel,Travel & Transport
41.976573,-87.659569,Drugstore / Pharmacy,,
41.978906,-87.659311,Grocery Store,Food & Drink Shop,Shop & Service
41.947348,-87.653433,Mexican Restaurant,Mexican Restaurant,Food
41.933769,-87.645952,Gym / Fitness Center,Athletics & Sports,Outdoors & Recreation
41.946104,-87.673218,Salon / Barbershop,Salon / Barbershop,Shop & Service
41.891258,-87.647257,Breakfast Spot,Breakfast Spot,Food
41.897729,-87.623345,Food Court,Food Court,Food
41.891501,-87.631125,Italian Restaurant,Italian Restaurant,Food
41.932851,-87.645053,Juice Bar,Juice Bar,Food
41.891683,-87.622078,Caf,,
41.903195,-87.630137,Italian Restaurant,Italian Restaurant,Food
41.903713,-87.650482,Financial or Legal Service,Financial or Legal Service,Shop & Service
41.909230,-87.675843,Boutique,Clothing Store,Shop & Service
41.908750,-87.674964,Thrift / Vintage Store,Thrift / Vintage Store,Shop & Service
41.831520,-87.616402,Burger Joint,Burger Joint,Food
41.928550,-87.653614,Coffee Shop,Coffee Shop,Food
41.894222,-87.623832,Sporting Goods Shop,Sporting Goods Shop,Shop & Service
41.925289,-87.659635,Sandwich Place,Sandwich Place,Food
41.985876,-87.651286,Beach,Beach,Outdoors & Recreation
41.910557,-87.654151,Department Store,Department Store,Shop & Service
41.907196,-87.635665,Residential Building (Apartment / Condo),Residential Building (Apartment / Condo),Residence
41.897582,-87.622962,Hotel,Hotel,Travel & Transport
41.898691,-87.623789,Building,Building,Professional & Other Places
41.967030,-87.687367,Ice Cream Shop,Dessert Shop,Food
41.869450,-87.656437,Italian Restaurant,Italian Restaurant,Food
41.898006,-87.677202,Flower Shop,Flower Shop,Shop & Service
41.902360,-87.628411,Bar,Bar,Nightlife Spot
41.915591,-87.634596,New American Restaurant,American Restaurant,Food
41.918139,-87.656743,Dive Bar,Bar,Nightlife Spot
41.960509,-87.754216,Pizza Place,Pizza Place,Food
41.924911,-87.647166,Hospital,Medical Center,Professional & Other Places
41.919036,-87.633927,Caf,,
41.904402,-87.631664,Grocery Store,Food & Drink Shop,Shop & Service
41.978165,-87.668534,Coffee Shop,Coffee Shop,Food
41.947124,-87.647140,Italian Restaurant,Italian Restaurant,Food
41.843631,-87.686467,Gym / Fitness Center,Athletics & Sports,Outdoors & Recreation
41.928888,-87.658560,Coffee Shop,Coffee Shop,Food
41.965789,-87.693814,Bar,Bar,Nightlife Spot
41.902309,-87.622511,Beach,Beach,Outdoors & Recreation
41.935276,-87.644265,Caf,,
41.896016,-87.675335,Record Shop,Record Shop,Shop & Service
41.947194,-87.710202,Pet Store,Pet Store,Shop & Service
41.953106,-87.654474,Sushi Restaurant,Asian Restaurant,Food
41.799533,-87.594533,Sushi Restaurant,Asian Restaurant,Food
41.935304,-87.647059,Mexican Restaurant,Mexican Restaurant,Food
41.886593,-87.629168,Office,Office,Professional & Other Places
41.937897,-87.685781,Cuban Restaurant,Caribbean Restaurant,Food
41.928879,-87.681992,Coffee Shop,Coffee Shop,Food
41.878802,-87.647402,Greek Restaurant,Greek Restaurant,Food
41.891658,-87.626030,Sandwich Place,Sandwich Place,Food
41.968712,-87.673645,Diner,Diner,Food
41.933611,-87.644594,Pizza Place,Pizza Place,Food
41.910426,-87.638884,Train Station,Train Station,Travel & Transport
41.917906,-87.652692,Train Station,Train Station,Travel & Transport
41.954200,-87.674932,Train Station,Train Station,Travel & Transport
41.920211,-87.637235,Greek Restaurant,Greek Restaurant,Food
41.881577,-87.654262,Bar,Bar,Nightlife Spot
41.913675,-87.653105,Pizza Place,Pizza Place,Food
41.878855,-87.629770,Diner,Diner,Food
41.965394,-87.658195,Community College,Community College,College & University
41.893300,-87.622063,Building,Building,Professional & Other Places
41.883276,-87.633115,Thai Restaurant,Asian Restaurant,Food
41.893100,-87.620241,Breakfast Spot,Breakfast Spot,Food
41.891677,-87.623659,Fried Chicken Joint,Fried Chicken Joint,Food
41.923443,-87.639129,Sushi Restaurant,Asian Restaurant,Food
41.885538,-87.627897,Cocktail Bar,Bar,Nightlife Spot
41.903174,-87.671568,Spa / Massage,,
41.973266,-87.656947,Vietnamese Restaurant,Asian Restaurant,Food
41.872184,-87.641143,Strip Club,Strip Club,Nightlife Spot
41.861323,-87.625818,Lounge,Lounge,Nightlife Spot
41.925424,-87.672640,Mobile Phone Shop,Mobile Phone Shop,Shop & Service
41.978114,-87.659960,Coffee Shop,Coffee Shop,Food
41.909695,-87.634668,Italian Restaurant,Italian Restaurant,Food
41.932813,-87.646583,Seafood Restaurant,Seafood Restaurant,Food
41.925171,-87.652890,Train Station,Train Station,Travel & Transport
41.947330,-87.653695,Train Station,Train Station,Travel & Transport
41.944146,-87.664020,Sandwich Place,Sandwich Place,Food
41.887332,-87.620641,Building,Building,Professional & Other Places
41.966728,-87.687844,Thai Restaurant,Asian Restaurant,Food
41.994568,-87.657419,Thai Restaurant,Asian Restaurant,Food
41.877282,-87.625687,Office,Office,Professional & Other Places
41.879007,-87.635156,Caf,,
41.896048,-87.624357,Clothing Store,Clothing Store,Shop & Service
41.861076,-87.627327,Tapas Restaurant,Spanish Restaurant,Food
41.896783,-87.642961,Spa / Massage,,
41.853611,-87.634575,Chinese Restaurant,Asian Restaurant,Food
41.909868,-87.676434,Wine Bar,Bar,Nightlife Spot
41.909408,-87.676134,Bar,Bar,Nightlife Spot
41.930223,-87.683372,Electronics Store,Electronics Store,Shop & Service
41.943384,-87.644888,Gift Shop,Gift Shop,Shop & Service
41.918071,-87.649866,Clothing Store,Clothing Store,Shop & Service
41.911596,-87.634599,Bar,Bar,Nightlife Spot
41.918133,-87.656381,Wine Shop,Food & Drink Shop,Shop & Service
41.935929,-87.644175,Mexican Restaurant,Mexican Restaurant,Food
41.959678,-87.682813,Burger Joint,Burger Joint,Food
41.860484,-87.608950,Park,Park,Outdoors & Recreation
41.896783,-87.626438,Sandwich Place,Sandwich Place,Food
41.893956,-87.642940,Steakhouse,Steakhouse,Food
41.909172,-87.675534,Clothing Store,Clothing Store,Shop & Service
41.909229,-87.675751,Video Game Store,Video Game Store,Shop & Service
41.938469,-87.644314,Thai Restaurant,Asian Restaurant,Food
41.958073,-87.681562,Performing Arts Venue,Performing Arts Venue,Arts & Entertainment
41.950883,-87.649416,Breakfast Spot,Breakfast Spot,Food
41.975906,-87.669409,Theater,Performing Arts Venue,Arts & Entertainment
41.925159,-87.632704,Park,Park,Outdoors & Recreation
41.891716,-87.625032,Sandwich Place,Sandwich Place,Food
41.918179,-87.650592,Women's Store,Clothing Store,Shop & Service
41.890950,-87.627040,Record Shop,Record Shop,Shop & Service
41.943194,-87.679700,Coffee Shop,Coffee Shop,Food
41.940457,-87.644548,Gym,Athletics & Sports,Outdoors & Recreation
41.926141,-87.673205,Clothing Store,Clothing Store,Shop & Service
41.866473,-87.623875,Asian Restaurant,Asian Restaurant,Food
41.902858,-87.628527,Bookstore,Bookstore,Shop & Service
41.901897,-87.628729,Mexican Restaurant,Mexican Restaurant,Food
41.910701,-87.634801,Mexican Restaurant,Mexican Restaurant,Food
41.893035,-87.628246,Italian Restaurant,Italian Restaurant,Food
41.905119,-87.634544,Spa / Massage,,
41.888397,-87.797713,Post Office,Post Office,Professional & Other Places
41.899433,-87.624468,Gym / Fitness Center,Athletics & Sports,Outdoors & Recreation
41.944003,-87.645186,Salon / Barbershop,Salon / Barbershop,Shop & Service
41.910551,-87.674026,Thrift / Vintage Store,Thrift / Vintage Store,Shop & Service
41.960718,-87.683479,Diner,Diner,Food
41.918186,-87.650524,Cosmetics Shop,Cosmetics Shop,Shop & Service
41.912268,-87.667526,Burger Joint,Burger Joint,Food
41.853898,-87.626907,Rock Club,Music Venue,Arts & Entertainment
41.965469,-87.686525,Wine Bar,Bar,Nightlife Spot
41.877372,-87.647219,Greek Restaurant,Greek Restaurant,Food
41.896240,-87.660749,Park,Park,Outdoors & Recreation
41.922968,-87.645144,Pizza Place,Pizza Place,Food
41.936569,-87.653764,Pizza Place,Pizza Place,Food
41.946197,-87.738554,Bus Line,Bus Station,Travel & Transport
41.853595,-87.618799,Building,Building,Professional & Other Places
41.896651,-87.628160,Subway,,
41.974009,-87.668054,Salon / Barbershop,Salon / Barbershop,Shop & Service
41.865436,-87.646829,Wine Shop,Food & Drink Shop,Shop & Service
41.899446,-87.624184,Clothing Store,Clothing Store,Shop & Service
41.932976,-87.644288,Coffee Shop,Coffee Shop,Food
41.930317,-87.688797,BBQ Joint,BBQ Joint,Food
41.921800,-87.648900,Greek Restaurant,Greek Restaurant,Food
41.894910,-87.620675,Coffee Shop,Coffee Shop,Food
41.887421,-87.621200,Indian Restaurant,Indian Restaurant,Food
41.909847,-87.717547,Mexican Restaurant,Mexican Restaurant,Food
41.887350,-87.804493,American Restaurant,American Restaurant,Food
41.946514,-87.701170,Diner,Diner,Food
41.943795,-87.645043,Scandinavian Restaurant,Scandinavian Restaurant,Food
41.891272,-87.623831,Hotel,Hotel,Travel & Transport
41.914683,-87.638720,Bar,Bar,Nightlife Spot
41.921823,-87.648698,Coffee Shop,Coffee Shop,Food
41.880710,-87.626246,Caf,,
41.816769,-87.612889,Coffee Shop,Coffee Shop,Food
41.891703,-87.623871,Sandwich Place,Sandwich Place,Food
41.918188,-87.650841,Cosmetics Shop,Cosmetics Shop,Shop & Service
41.960203,-87.653180,Home (private),Home (private),Residence
41.955940,-87.679862,Drugstore / Pharmacy,,
41.895603,-87.637370,Deli / Bodega,Deli / Bodega,Food
41.896440,-87.635901,Coffee Shop,Coffee Shop,Food
41.880729,-87.627726,Subway,,
41.918201,-87.649459,Shoe Store,Clothing Store,Shop & Service
41.918146,-87.650147,Clothing Store,Clothing Store,Shop & Service
41.928040,-87.697447,Coffee Shop,Coffee Shop,Food
41.887788,-87.619445,Hotel Bar,Bar,Nightlife Spot
41.895581,-87.688140,Drugstore / Pharmacy,,
41.832175,-87.630719,Train Station,Train Station,Travel & Transport
41.896598,-87.637022,Indian Restaurant,Indian Restaurant,Food
41.890385,-87.637182,Hardware Store,Hardware Store,Shop & Service
41.975645,-87.707772,Burger Joint,Burger Joint,Food
41.973626,-87.703815,Park,Park,Outdoors & Recreation
41.952298,-87.664064,Spa / Massage,,
41.945026,-87.645706,Bar,Bar,Nightlife Spot
41.872533,-87.630614,Residential Building (Apartment / Condo),Residential Building (Apartment / Condo),Residence
41.902226,-87.664769,Bakery,Bakery,Food
41.925338,-87.656791,Sandwich Place,Sandwich Place,Food
41.924335,-87.639577,Deli / Bodega,Deli / Bodega,Food
41.889515,-87.624818,Building,Building,Professional & Other Places
41.918011,-87.648341,Salon / Barbershop,Salon / Barbershop,Shop & Service
41.954285,-87.698427,Chinese Restaurant,Asian Restaurant,Food
41.947051,-87.655191,Coffee Shop,Coffee Shop,Food
41.873779,-87.764883,Park,Park,Outdoors & Recreation
41.897290,-87.623736,Theater,Performing Arts Venue,Arts & Entertainment
41.914254,-87.654459,American Restaurant,American Restaurant,Food
41.894240,-87.628175,Hotel,Hotel,Travel & Transport
41.927456,-87.704567,Bar,Bar,Nightlife Spot
41.895773,-87.623119,Hotel,Hotel,Travel & Transport
41.893259,-87.626589,Pizza Place,Pizza Place,Food
41.921790,-87.664343,Bar,Bar,Nightlife Spot
41.879020,-87.636437,Restaurant,Restaurant,Food
41.879454,-87.626494,Hot Dog Joint,Hot Dog Joint,Food
41.925749,-87.649302,Sandwich Place,Sandwich Place,Food
41.902543,-87.667667,Mexican Restaurant,Mexican Restaurant,Food
41.894898,-87.624850,Hotel,Hotel,Travel & Transport
41.955547,-87.708057,Restaurant,Restaurant,Food
41.883987,-87.632427,Coffee Shop,Coffee Shop,Food
41.879489,-87.647421,Greek Restaurant,Greek Restaurant,Food
41.952393,-87.717418,Thai Restaurant,Asian Restaurant,Food
41.894738,-87.635064,New American Restaurant,American Restaurant,Food
41.898580,-87.623810,American Restaurant,American Restaurant,Food
41.927622,-87.641686,Bar,Bar,Nightlife Spot
41.856300,-87.623856,Mexican Restaurant,Mexican Restaurant,Food
41.892587,-87.624132,Bank,Bank,Shop & Service
41.894115,-87.629708,Coffee Shop,Coffee Shop,Food
41.944309,-87.672438,Gift Shop,Gift Shop,Shop & Service
41.889379,-87.629828,Bagel Shop,Bagel Shop,Food
41.941585,-87.644269,Bookstore,Bookstore,Shop & Service
41.878157,-87.628498,Law School,Law School,College & University
41.866748,-87.626181,Bar,Bar,Nightlife Spot
41.943855,-87.649524,American Restaurant,American Restaurant,Food
41.948467,-87.663993,Sushi Restaurant,Asian Restaurant,Food
41.918369,-87.677787,Pizza Place,Pizza Place,Food
41.896056,-87.672961,Mexican Restaurant,Mexican Restaurant,Food
41.957386,-87.708376,Thai Restaurant,Asian Restaurant,Food
41.926758,-87.648853,Bar,Bar,Nightlife Spot
41.913550,-87.653114,Mexican Restaurant,Mexican Restaurant,Food
41.887911,-87.621875,American Restaurant,American Restaurant,Food
41.910557,-87.675022,Bike Shop,Bike Shop,Shop & Service
41.968042,-87.688408,Toy / Game Store,Toy / Game Store,Shop & Service
41.890125,-87.804345,Grocery Store,Food & Drink Shop,Shop & Service
